Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Prezzo Ex-factory €;Prezzo massimo di cessione €;Titolare AIC;"Codice 
AIC";Codice Gruppo Equivalenza;Metri cubi ossigeno 
Pemetrexed;PEMETREXED 25MG/ML 20ML SOLUZIONE USO PARENTERALE;ARMISARTE*1 flaconcino EV 20 ml 25 mg/ml;1362,41;825,51;-;ACTAVIS GROUP PTC EHF;044703027;LLG;
Pemetrexed;PEMETREXED 25MG/ML 4ML SOLUZIONE USO PARENTERALE;ARMISARTE*1 flaconcino EV 4 ml 25 mg/ml;272,48;165,10;-;ACTAVIS GROUP PTC EHF;044703015;LKY;
Pemetrexed;PEMETREXED 25MG/ML 40ML SOLUZIONE USO PARENTERALE;ARMISARTE*1 flaconcino EV 40 ml 25 mg/ml;2724,87;1651,03;-;ACTAVIS GROUP PTC EHF;044703039;LLH;
Arsenico triossido;ARSENICO TRIOSSIDO 12MG 12ML 10 UNITA' USO PARENTERALE;ARSENICO TRIOSSIDO*10 flaconcini EV 12 ml 1 mg/ml;3944,48;2390,01;-;EG SpA;047507025;MKR;
Pegcetacoplan;PEGCETACLOPAN 1080MG 20ML 1 UNITA' USO PARENTERALE;ASPAVELI*1 flaconcino SC 1.080 mg 20 ml 54 mg/ml;4626,00;2802,96;-;SWEDISH ORPHAN BIOVITRUM AB(PU;049750019;MAP;
Pegcetacoplan;PEGCETACLOPAN 1080MG 20ML 8 UNITA' USO PARENTERALE;ASPAVELI*8 flaconcini SC 1.080 mg 20 ml 54 mg/ml;37008,01;22423,66;-;SWEDISH ORPHAN BIOVITRUM AB(PU;049750021;MAQ;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;AT III KEDRION*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml;-;-;330,00;KEDRION SpA;029378027;AEK;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;AT III KEDRION*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml;-;-;165,00;KEDRION SpA;029378015;AEN;
Aprepitant;APREPITANT 125MG 1 UNITA' + 80 MG 2 UNITA' USO ORALE;ATANTO*1 cps 125 mg + 2 cps 80 mg;62,14;37,65;-;SINTESY PHARMA Srl;047660055;AEP;
Atazanavir;ATAZANAVIR 300MG 30 UNITA' USO ORALE;ATAZANAVIR*30 cps 300 mg;389,20;235,83;-;VIATRIS LIMITED;045061165;AEU;
Atazanavir;ATAZANAVIR 300MG 30 UNITA' USO ORALE;ATAZANAVIR*30x1 cps 300 mg;389,20;235,83;-;SANDOZ SpA;047067032;AEU;
Atazanavir;ATAZANAVIR 200MG 60 UNITA' USO ORALE;ATAZANAVIR*60 cps 200 mg;505,96;306,57;-;VIATRIS LIMITED;045061140;AET;
Atazanavir;ATAZANAVIR 200MG 60 UNITA' USO ORALE;ATAZANAVIR*60x1 cps 200 mg;505,96;306,57;-;SANDOZ SpA;047067018;AET;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;ATENATIV*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml;-;-;330,00;OCTAPHARMA (IP) SPRL;031118021;AEK;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;ATENATIV*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml;-;-;165,00;OCTAPHARMA (IP) SPRL;031118019;AEN;
Antitrombina III Umana;ANTITROMBINA III UMANA 1.000UI 20ML USO PARENTERALE;ATKED*1 flaconcino EV 1.000 UI + 1 flaconcino solv 20 ml + set;-;-;330,00;KEDRION SpA;041800020;AEK;
Antitrombina III Umana;ANTITROMBINA III UMANA 500UI 10ML USO PARENTERALE;ATKED*1 flaconcino EV 500 UI + 1 flaconcino solv 10 ml + set;-;-;165,00;KEDRION SpA;041800018;AEN;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino 5 ml 37,5 mg;82,77;50,15;-;ACCORD HEALTHCARE SLU;043671015;AEV;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 37,5 mg/5 ml;82,77;50,15;-;SUN PHARMACEUTICAL IND.EU.B.V.;042916027;AEV;
Atosiban;ATOSIBAN 37,5MG 5ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 37,5 mg/5 ml;82,77;50,15;-;EVER VALINJECT GMBH;044379028;AEV;
Atosiban;ATOSIBAN 6,75MG 0,9ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 6,75 mg/0,9 ml;26,53;16,07;-;SUN PHARMACEUTICAL IND.EU.B.V.;042916015;AEW;
Atosiban;ATOSIBAN 6,75MG 0,9ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 6,75 mg/0,9 ml;26,53;16,07;-;EVER VALINJECT GMBH;044379016;AEW;
Atosiban;ATOSIBAN 75MG 10ML 1 UNITA' USO PARENTERALE;ATOSIBAN*1 flaconcino EV 75 mg/10 ml;149,01;90,29;-;EVER VALINJECT GMBH;044379030;JZX;
Atovaquone;ATOVAQUONE 750MG/5ML 250ML USO ORALE;ATOVAQUONE*orale sosp 1 flacone 250 ml 750 mg/5 ml;254,18;154,01;-;GLENMARK PHARMACEUTICALS S.R.O;048163012;LJW;
Nelarabina;NELARABINA 250MG 50ML 1 UNITA' USO PARENTERALE;ATRIANCE*1 flaconcino EV 50 ml 5 mg/ml;575,94;348,97;-;SANDOZ PHARMACEUTICALS D.D.;038116024;LRN;
Nelarabina;NELARABINA 250MG 50ML 6 UNITA' USO PARENTERALE;ATRIANCE*6 flaconcini EV 50 ml 5 mg/ml;3455,61;2093,80;-;SANDOZ PHARMACEUTICALS D.D.;038116012;BEX;
Fenitoina;FENITOINA 250MG 5ML 5 UNITA' USO PARENTERALE IM EV;AURANTIN*5 flaconcini IM EV 250 mg 5 ml;29,92;13,60;-;VIATRIS PHARMA Srl;028823021;APY;
Moxifloxacina;MOXIFLOXACINA 400MG 250ML 1 UNITA' USO PARENTERALE;AVALOX*1 flaconcino EV 250 ml 400 mg/250 ml;44,46;26,94;-;BAYER SpA;034436194;BEU;
Bevacizumab;BEVACIZUMAB 100MG 4ML 1 UNITA' USO PARENTERALE;AVASTIN*1 flaconcino INFUS EV 100 mg 4 ml 25 mg/ml;479,39;290,47;-;ROCHE REGISTRATION GMBH;036680027;AGF;
Bevacizumab;BEVACIZUMAB 400MG 16ML 1 UNITA' USO PARENTERALE;AVASTIN*1 flaconcino INFUS EV 400 mg 16 ml 25 mg/ml;1919,95;1163,32;-;ROCHE REGISTRATION GMBH;036680015;AGG;
Axitinib;AXITINIB 1MG 56 UNITA' USO ORALE;AXITINIB*56 cpr riv 1 mg;899,53;545,03;-;SANDOZ SpA;050510039;DUM;
Axitinib;AXITINIB 1MG 56 UNITA' USO ORALE;AXITINIB*56 cpr riv 1 mg;899,53;545,03;-;TEVA ITALIA Srl;050790017;DUM;
Axitinib;AXITINIB 1MG 56 UNITA' USO ORALE;AXITINIB*56 cpr riv 1 mg;899,53;545,03;-;ACCORD HEALTHCARE SLU;051603049;DUM;
Axitinib;AXITINIB 3MG 56 UNITA' USO ORALE;AXITINIB*56 cpr riv 3 mg;2698,61;1635,12;-;SANDOZ SpA;050510080;GZT;
Axitinib;AXITINIB 3MG 56 UNITA' USO ORALE;AXITINIB*56 cpr riv 3 mg;2698,61;1635,12;-;TEVA ITALIA Srl;050790056;GZT;
Axitinib;AXITINIB 3MG 56 UNITA' USO ORALE;AXITINIB*56 cpr riv 3 mg;2698,61;1635,12;-;ACCORD HEALTHCARE SLU;051603090;GZT;
Axitinib;AXITINIB 5MG 56 UNITA' USO ORALE;AXITINIB*56 cpr riv 5 mg;4497,61;2725,17;-;SANDOZ SpA;050510128;DUN;
Axitinib;AXITINIB 5MG 56 UNITA' USO ORALE;AXITINIB*56 cpr riv 5 mg;4497,61;2725,17;-;TEVA ITALIA Srl;050790094;DUN;
Axitinib;AXITINIB 5MG 56 UNITA' USO ORALE;AXITINIB*56 cpr riv 5 mg;4497,61;2725,17;-;ACCORD HEALTHCARE SLU;051603140;DUN;
Axitinib;AXITINIB 7MG 56 UNITA' USO ORALE;AXITINIB*56 cpr riv 7 mg;6296,67;3815,24;-;SANDOZ SpA;050510179;GZU;
Axitinib;AXITINIB 7MG 56 UNITA' USO ORALE;AXITINIB*56 cpr riv 7 mg;6296,67;3815,24;-;TEVA ITALIA Srl;050790132;GZU;
Axitinib;AXITINIB 5MG 56 UNITA' USO ORALE;AXITINIB*56x1 cpr riv 5 mg;4497,61;2725,17;;EG SpA;050518063;DUN;
Bevacizumab;BEVACIZUMAB 100MG 4ML 1 UNITA' USO PARENTERALE;AYBINTIO*1 flaconcino EV 100 mg 4 ml 25 mg/ml;383,51;232,38;-;SAMSUNG BIOEPIS NL B.V.;048985016;AGF;
Bevacizumab;BEVACIZUMAB 400MG 16ML 1 UNITA' USO PARENTERALE;AYBINTIO*1 flaconcino INFUS EV 400 mg 16 ml 25 mg/ml;1535,94;930,65;-;SAMSUNG BIOEPIS NL B.V.;048985028;AGG;
Avapritinib;AVAPRITINIB 100MG 30 UNITA' USO ORALE;AYVAKYT*30 cpr riv 100 mg flacone;31840,74;19292,74;-;BLUEPRINT MEDICINES B.V.;049033018;LNH;
Avapritinib;AVAPRITINIB 200MG 30 UNITA' USO ORALE;AYVAKYT*30 cpr riv 200 mg flacone;31840,74;19292,74;-;BLUEPRINT MEDICINES B.V.;049033020;LNI;
Avapritinib;AVAPRITINIB 25MG 30 UNITA' USO ORALE;AYVAKYT*30 cpr riv 25 mg flacone;31840,74;19292,74;-;BLUEPRINT MEDICINES B.V.;049033044;MEP;
Avapritinib;AVAPRITINIB 300MG 30 UNITA' USO ORALE;AYVAKYT*30 cpr riv 300 mg flacone;31840,74;19292,74;-;BLUEPRINT MEDICINES B.V.;049033032;LNJ;
Avapritinib;AVAPRITINIB 50MG 30 UNITA' USO ORALE;AYVAKYT*30 cpr riv 50 mg flacone;31840,74;19292,74;-;BLUEPRINT MEDICINES B.V.;049033057;MEQ;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;ZENTIVA ITALIA Srl;047497019;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;SANDOZ SpA;047907011;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;TILLOMED ITALIA Srl;048209011;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;ACCORD HEALTHCARE SLU;048524019;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;MYLAN PHARMACEUTICALS LIMITED;048609010;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;BETAPHARM ARZNEIMITTEL GMBH;048612016;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;SEACROSS PHARMA EUROPE LTD;049936014;AFG;
Azacitidina;AZACITIDINA 25MG/ML 100MG 1 UNITA' USO PARENTERALE;AZACITIDINA*1 flaconcino SC 100 mg polv 25 mg/ml;351,70;213,09;-;EUGIA PHARMA (MALTA) LIMITED;050447010;AFG;
Azitromicina;AZITROMICINA 500MG 1 UNITA' USO PARENTERALE;AZYLUNG*1 flaconcino EV 500 mg;10,67;6,46;-;INCA-PHARM Srl;044273011;AFH;
Baclofene;BACLOFENE 10MG 20ML 1 UNITA' USO INTRATECALE;BACLOFENE*1 fiala soluz iniett 10 mg 20 ml uso intratecale;66,10;40,05;-;BIOINDUSTRIA L.I.M. SpA;041650019;AFJ;
Baclofene;BACLOFENE 0,05MG 1ML 10 UNITA' USO INTRATECALE;BACLOFENE*10 fiale soluz iniett 0,05 mg 1 ml uso intratecale;31,57;19,13;-;BIOINDUSTRIA L.I.M. SpA;041650033;CSR;
Baclofene;BACLOFENE 10MG 5ML 5 UNITA' USO INTRATECALE;BACLOFENE*5 fiale soluz iniett 10 mg 5 ml uso intratecale;330,51;200,27;-;BIOINDUSTRIA L.I.M. SpA;041650021;CSW;
Erdafitinib;ERDAFITINIB 4MG 28 UNITA' USO ORALE;BALVERSA*28 cpr rivestite 4 mg flacone;16606;10.061,80;;JANSSEN CILAG INTERNAT.N.V.;051462087;NWJ;
Erdafitinib;ERDAFITINIB 5MG 28 UNITA' USO ORALE;BALVERSA*28 cpr rivestite 5 mg flacone;16606;10.061,80;;JANSSEN CILAG INTERNAT.N.V.;051462113;NWL;
Erdafitinib;ERDAFITINIB 3MG 56 UNITA' USO ORALE;BALVERSA*56 cpr rivestite 3 mg flacone;16606;10.061,80;;JANSSEN CILAG INTERNAT.N.V.;051462036;NVY;
Erdafitinib;ERDAFITINIB 4MG 56 UNITA' USO ORALE;BALVERSA*56 cpr rivestite 4 mg flacone;16606;10.061,80;;JANSSEN CILAG INTERNAT.N.V.;051462099;NWK;
Erdafitinib;ERDAFITINIB 3MG 84 UNITA' USO ORALE;BALVERSA*84 cpr rivestite 3 mg flacone;16606;10.061,80;;JANSSEN CILAG INTERNAT.N.V.;051462048;NVZ;
Avelumab;AVELUMAB 20MG/ML 10ML 1 UNITA' USO PARENTERALE;BAVENCIO*1 flaconcino EV 10 ml 20 mg/ml;1626,56;985,55;-;MERCK EUROPE BV;045613015;KNX;
Bcg-Bacillo di Calmette e Guerin;BCG BACILLO DI CALMETTE E GUERIN 50ML 1 UNITA' USO ENDOVESCICALE;BCG*1 flaconcino polv sosp endovescicale + 1 sacca solv 50 ml senza catetere con adattatore luer-lock;183,10;110,94;-;MEDAC GMBH;042171090;ACF;
Eculizumab;ECULIZUMAB 300MG 30ML 1 UNITA' USO PARENTERALE;BEKEMV*1 flaconcino EV 300 mg 30 ml;4110,98;2490,90;-;AMGEN TECHNOLOGY (IRELAND) UC;050644018;AMG;
Bendamustina;BENDAMUSTINA 100MG 1 UNITA' USO PARENTERALE;BENDAMUSTINA*1 flaconcino EV 100 mg 2,5 mg/ml;276,51;167,54;-;FRESENIUS KABI ITALIA Srl;045121050;JHP;
Bendamustina;BENDAMUSTINA 25MG 1 UNITA' USO PARENTERALE;BENDAMUSTINA*1 flaconcino EV 25 mg 2,5 mg/ml;69,13;41,89;-;FRESENIUS KABI ITALIA Srl;045121011;JHQ;
Bendamustina;BENDAMUSTINA 100MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini EV 100 mg 2,5 mg/ml;1382,54;837,70;-;EG SpA;044332068;AFV;
Bendamustina;BENDAMUSTINA 100MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini EV 100 mg 2,5 mg/ml;1382,54;837,70;-;MEDAC GMBH;044333058;AFV;
Bendamustina;BENDAMUSTINA 25MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini EV 25 mg 2,5 mg/ml;345,64;209,43;-;EG SpA;044332029;AFX;
Bendamustina;BENDAMUSTINA 25MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini EV 25 mg 2,5 mg/ml;345,64;209,43;-;MEDAC GMBH;044333021;AFX;
Bendamustina;BENDAMUSTINA 25MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini EV polv 25 mg 2,5 mg/ml;345,64;209,43;-;EUGIA PHARMA (MALTA) LIMITED;050098021;AFX;
Bendamustina;BENDAMUSTINA 100MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini infus 100 mg 2,5 mg/ml;1382,54;837,70;-;ACCORD HEALTHCARE SLU;044327056;AFV;
Bendamustina;BENDAMUSTINA 100MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini infus 100 mg 2,5 mg/ml;1382,54;837,70;-;HIKMA FARMACEUTICA S.A.;046705024;AFV;
Bendamustina;BENDAMUSTINA 25MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini infus 25 mg 2,5 mg/ml;345,64;209,43;-;ACCORD HEALTHCARE SLU;044327017;AFX;
Bendamustina;BENDAMUSTINA 25MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini infus 25 mg 2,5 mg/ml;345,64;209,43;-;HIKMA FARMACEUTICA S.A.;046705012;AFX;
Bendamustina;BENDAMUSTINA 100MG 5 UNITA' USO PARENTERALE;BENDAMUSTINA*5 flaconcini polv EV 100 mg 2,5 mg/ml;1382,54;837,70;-;EUGIA PHARMA (MALTA) LIMITED;050098060;AFV;
Etanercept;ETANERCEPT 50MG 1ML 4 UNITA' USO PARENTERALE;BENEPALI*4 penne preriempite SC 50 mg 1 ml;1038,10;629,00;-;SAMSUNG BIOEPIS NL B.V.;044691020;APK;
Etanercept;ETANERCEPT 25MG 0,5ML 4 UNITA' USO PARENTERALE;BENEPALI*4 siringhe preriempite SC 0,51 ml 25 mg 50 mg/ml;518,33;314,07;-;SAMSUNG BIOEPIS NL B.V.;044691057;API;
Etanercept;ETANERCEPT 50MG 1ML 4 UNITA' USO PARENTERALE;BENEPALI*4 siringhe preriempite SC 1 ml 50 mg;1038,10;629,00;-;SAMSUNG BIOEPIS NL B.V.;044691018;APK;
Belimumab;BELIMUMAB 120MG 1 UNITA' USO PARENTERALE;BENLYSTA*1 flaconcino EV 120 mg;217,79;131,96;-;GLAXOSMITHKLINE (IRELAND) LTD;041381017;AFT;
Belimumab;BELIMUMAB 400MG 1 UNITA' USO PARENTERALE;BENLYSTA*1 flaconcino EV 400 mg;725,98;439,88;-;GLAXOSMITHKLINE (IRELAND) LTD;041381029;AFU;
Belimumab;BELIMUMAB 200MG 4 UNITA' USO PARENTERALE;BENLYSTA*4 penne preriempite SC 200 mg;1451,95;879,76;-;GLAXOSMITHKLINE (IRELAND) LTD;041381043;KPF;
Brolucizumab;BROLUCIZUMAB 6MG/DOSE 0,05ML 1 UNITA' USO INTRAVITREALE;BEOVU*1 siringa 120 mg/ml 0,165 ml;1012,85;613,70;-;NOVARTIS EUROPHARM LTD;048480014;LEC;
Tasonermina;TASONERMINA 1MG 5ML 4 UNITA' USO PARENTERALE;BEROMUN*4 fiale EV 1 mg + 4 fiale solv 5 ml;51243,95;31049,61;-;BELPHARMA s.a.;034483014;BLV;
Inotuzumab ozogamicin;INOTUZUMAB OZOGAMICIN 1MG 1 UNITA' USO PARENTERALE;BESPONSA*polv inf 1 flacone 1 mg;17263,18;10460,00;-;PFIZER EUROPE MA EEIG;045441019;KKZ;
Ropeginterferone alfa 2b;ROPEGINTERFERONE ALFA 2B 250 MCG 1 UNITA' USO PARENTERALE;BESREMI*1 penna preriempita + 2 aghi 250 mcg/0,5 ml;3407,29;2064,52;-;AOP ORPHAN PHARMACEUTICALS AG;047624010;LVM;
Carmustina;CARMUSTINA 100 MG 5ML 1 UNITA' USO PARENTERALE;BICNU*1 flaconcino polvere 100 mg + 1 flaconcino solvente 5 ml;1159,42;702,50;-;TILLOMED ITALIA Srl;047811017;LDD;
Bictegravir/emtricitabina/tenofovir alafenamide;BICTEGRAVIR+EMTRICITABINA+TENOFOVIR ALAFENAMIDE 30+120+15MG 30 UNITA' USO ORALE;BIKTARVY*30 cpr riv 30 mg + 120 mg + 15 mg flacone;1419,48;860,08;-;GILEAD SCIENCES IRELAND UC;046773053;NQM;
Bictegravir/emtricitabina/tenofovir alafenamide;BICTEGRAVIR+EMTRICITABINA+TENOFOVIR ALAFENAMIDE 50+200+25MG 30 UNITA' USO ORALE;BIKTARVY*30 cpr riv 50 mg + 200 mg + 25 mg flacone;1419,48;860,08;-;GILEAD SCIENCES IRELAND UC;046773014;MAE;
Bimekizumab;BIMEKIZUMAB 160MG/ML 1 UNITA' USO PARENTERALE;BIMZELX*1 penna preriempita SC 1 ml 160 mg/ml;1787,39;1083,00;-;UCB PHARMA S.A.;049693056;NFN;
Bimekizumab;BIMEKIZUMAB 160MG/ML 2 UNITA' USO PARENTERALE;BIMZELX*2 penne preriempite SC 1 ml 160 mg/ml;3574,76;2166,00;-;UCB PHARMA S.A.;049693068;LZL;
Bivalirudina;BIVALIRUDINA 250MG 10 UNITA' USO PARENTERALE;BIVALIRUDINA*10 flaconcini EV 250 mg;4456,08;2700,00;-;ACCORD HEALTHCARE SLU;044084034;AGH;
Bleomicina;BLEOMICINA 15.000UI 1 UNITA' USO PARENTERALE;BLEOPRIM*1 flaconcino iniett 15 mg;32,30;14,69;-;HIKMA FARMACEUTICA S.A.;022395026;AGI;
Blinatumomab;BLINATUMOMAB 38,5MCG 1 UNITA' USO PARENTERALE;BLINCYTO*1 flaconcino polv infus 38,5 mcg 10 ml;4209,40;2550,54;-;AMGEN EUROPE B.V.;044550010;JWT;
Sodio ibandronato;SODIO IBANDRONATO 6MG 6ML 1 UNITA' USO PARENTERALE;BONDRONAT*1 flaconcino EV 6 mg/6 ml;384,28;232,85;-;ATNAHS PHARMA NETHERLANDS BV;036570036;BKQ;
Sodio ibandronato;SODIO IBANDRONATO 3MG 3ML 1 UNITA' USO PARENTERALE;BONVIVA*1 siringa preriempita EV 3 mg/3 ml;138,37;83,85;-;ATNAHS PHARMA NETHERLANDS BV;036899033;BKP;
Bortezomib;BORTEZOMIB 3,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*1 flaconcino EV SC 2,5 mg/ml 3,5 mg 1,4 ml;1277,98;774,35;-;EG SpA;045356019;AGJ;
Bortezomib;BORTEZOMIB 3,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*1 flaconcino EV SC polv 3,5 mg;1277,98;774,35;-;MEDAC GMBH;046001020;AGJ;
Bortezomib;BORTEZOMIB 3,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*1 flaconcino polv 3,5 mg;1277,98;774,35;-;DR. REDDY'S Srl;046042014;AGJ;
Bortezomib;BORTEZOMIB 3,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*1 flaconcino polv 3,5 mg;1277,98;774,35;-;HIKMA PHARMA GMBH;047662010;AGJ;
Bortezomib;BORTEZOMIB 3,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*1 flaconcino polv EV SC 3,5 mg;1277,98;774,35;-;EUGIA PHARMA (MALTA) LIMITED;047996018;AGJ;
Bortezomib;BORTEZOMIB 3,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*1 flaconcino polv EV SC 3,5 mg;1277,98;774,35;-;FRESENIUS KABI DEUTSCH.GMBH;048360010;AGJ;
Bortezomib;BORTEZOMIB 3,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*1 flacone EV SC 3,5 mg;1277,98;774,35;-;SUN PHARMACEUTICAL IND.EU.B.V.;044926018;AGJ;
Bortezomib;BORTEZOMIB 3,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*EV 1 flaconcino polv 3,5 mg;1277,98;774,35;-;MYLAN SpA;047290022;AGJ;
Bortezomib;BORTEZOMIB 3,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*EV SC 1 flaconcino 1 ml 2,5 mg/ml;1277,98;774,35;-;EVER VALINJECT GMBH;049717034;AGJ;
Bortezomib;BORTEZOMIB 3,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*EV SC 1 flaconcino 1,4 ml 2,5 mg/ml;1277,98;774,35;-;ACCORD HEALTHCARE SLU;044378053;AGJ;
Bortezomib;BORTEZOMIB 2,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*EV SC 1 flaconcino polv 2,5 mg;912,84;553,10;-;MEDAC GMBH;046001032;LCL;
Bortezomib;BORTEZOMIB 3,5MG 1 UNITA' USO PARENTERALE;BORTEZOMIB*EV SC 1 flaconcino polv 3,5 mg;1277,98;774,35;-;SANDOZ B.V.;046172019;AGJ;
Bosutinib;BOSUTINIB 100MG 28 UNITA' USO ORALE;BOSULIF*28 cpr riv 100 mg;1543,12;934,99;-;PFIZER EUROPE MA EEIG;042735011;UCA;
Bosutinib;BOSUTINIB 400MG 28 UNITA' USO ORALE;BOSULIF*28 cpr riv 400 mg;6172,47;3739,96;-;PFIZER EUROPE MA EEIG;042735062;LOL;
Bosutinib;BOSUTINIB 500MG 28 UNITA' USO ORALE;BOSULIF*28 cpr riv 500 mg;6172,47;3739,96;-;PFIZER EUROPE MA EEIG;042735035;UCB;
Bosutinib;BOSUTINIB 100MG 28 UNITA' USO ORALE;BOSUTINIB*28 cpr riv 100 mg;1080,19;654,49;-;DR.REDDY'S Srl;051018012;UCA;
Bosutinib;BOSUTINIB 100MG 28 UNITA' USO ORALE;BOSUTINIB*28 cpr riv 100 mg;1080,19;654,49;-;ZENTIVA ITALIA Srl;051020016;UCA;
Bosutinib;BOSUTINIB 400MG 28 UNITA' USO ORALE;BOSUTINIB*28 cpr riv 400 mg;4320,70;2617,97;-;DR.REDDY'S Srl;051018051;LOL;
Bosutinib;BOSUTINIB 400MG 28 UNITA' USO ORALE;BOSUTINIB*28 cpr riv 400 mg;4320,70;2617,97;-;ZENTIVA ITALIA Srl;051020055;LOL;
Bosutinib;BOSUTINIB 500MG 28 UNITA' USO ORALE;BOSUTINIB*28 cpr riv 500 mg;4320,70;2617,97;-;DR.REDDY'S Srl;051018087;UCB;
Bosutinib;BOSUTINIB 500MG 28 UNITA' USO ORALE;BOSUTINIB*28 cpr riv 500 mg;4320,70;2617,97;-;ZENTIVA ITALIA Srl;051020079;UCB;
Tossina botulinica di clostridium botulinum Tipo A;TOSSINA BOTULINICA DI CLOSTRIDIUM BOTULINUM TIPO A 100 UNITA' ALLERGAN SOLUZIONE USO PARENTERALE;BOTOX*1 fiala IM 100 Unita' Allergan;212,98;129,05;-;ABBVIE Srl;034883013;BNM;
Encorafenib;ENCORAFENIB 50MG 28 UNITA' USO ORALE;BRAFTOVI*28 cps 50 mg;3854,03;2335,21;-;PIERRE FABRE MEDICAMENT;047198015;LAV;
Encorafenib;ENCORAFENIB 75MG 42 UNITA' USO ORALE;BRAFTOVI*42x1 cps 75 mg;3854,03;2335,21;-;PIERRE FABRE MEDICAMENT;047198027;LAW;
C-13 Urea;C-13 UREA 75MG 10ML USO ORALE;BREATHQUALITY-UBT*orale soluz 75 mg 10 ml;42,44;19,29;-;AB ANALITICA Srl;034510014;BOM;
Esmololo;ESMOLOLO 2.500MG 1 UNITA' USO PARENTERALE;BREVIBLOC*1 sacca EV 250 ml 10 mg/ml;195,00;118,14;-;BAXTER SpA;027248032;AOZ;
Esmololo;ESMOLOLO 100MG 10ML 5 UNITA' USO PARENTERALE;BREVIBLOC*5 flaconcini infus 100 mg 10 ml;65,03;29,55;-;BAXTER SpA;027248020;AOY;
Lisocabtagene maraleucel;LISOCABTAGENE MARALEUCEL 1 FLACONE SOLUZIONE USO EV;BREYANZI*1 flaconcino EV 1,1-70x10 alla sesta - 1,1-70x10 alla sesta cellule dispersione per infusione;513872,67;311362,50;-;BRISTOL M.SQUIBB PHARMA EEIG;050053014;NBI;
